R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Chris Clements,Stephen Thompson,John McCarthy,2013-09-21,"Toronto, Ontario, Canada",Blue,FALSE,Welterweight,3,0,1,0,20,15.66666667,8.666666667,6.333333333,91.33333333,43.33333333,1.666666667,1.666666667,76,30.66666667,0.3333333333,5.666666667,5,0.3333333333,0.3333333333,101.6666667,51.33333333,0.5166666667,0,1.333333333,0.6666666667,0.1666666667,114,62.33333333,1,1,16.66666667,12,16.66666667,11.66666667,49.66666667,16.33333333,7,5.333333333,48.66666667,15.33333333,0,8,6,1.666666667,0.3333333333,73.33333333,33.33333333,0.4266666667,0.3333333333,4.666666667,1.666666667,0.1266666667,104.6666667,59,7,684.3333333,0,0,0,1,1,0,0,2,Orthodox,182.88,190.5,170,1,0,0,18.5,13,12,8.5,75.5,35.5,12,9,70,29.5,1,11,10.5,0,0,99.5,53,0.525,0,1,0,0,123.5,75,1,1,6,4.5,5.5,3,36,14.5,13,10.5,47,22.5,0,1.5,1,4.5,0,54.5,28,0.52,1,7.5,4,0.525,93,61.5,6,811,0,0,1,0,0,0,0,1,Orthodox,177.8,177.8,170,30,37
Joao Zeferino,Elias Silverio,Leon Roberts,2013-09-04,"Belo Horizonte, Minas Gerais, Brazil",Blue,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,1,0,0,3,1,0,0,40,14,0,0,33,12,0,4,1,1,0,40,14,0.35,2,2,0,0,50,22,0,1,7,5,5,5,39,8,23,16,46,17,0,14,7,6,0,67,29,0.43,0,2,1,0.5,162,112,3,900,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,26,27
Keith Wisniewski,Ivan Jorge,Mario Yamasaki,2013-09-04,"Belo Horizonte, Minas Gerais, Brazil",Blue,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,155,3,0,0,9.333333333,8.333333333,12.66666667,8.666666667,38.33333333,14.33333333,5.333333333,4.666666667,46.33333333,19,0,0.6666666667,0.3333333333,2.666666667,0.3333333333,56.33333333,27.66666667,0.48,0.3333333333,4.333333333,2,0.3666666667,65.66666667,36,0,3,17,14.33333333,27.33333333,19,85.66666667,37.33333333,16.66666667,13.33333333,104,47.33333333,0.6666666667,8.666666667,8,2.333333333,1,129.6666667,69.66666667,0.5233333333,1.333333333,1,0.3333333333,0.3333333333,171.3333333,109,8,800,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,32,31
Yuri Villefort,Sean Spencer,Neil Hall,2013-09-04,"Belo Horizonte, Minas Gerais, Brazil",Blue,FALSE,Welterweight,3,1,0,0,5,1,2,1,82,11,0,0,78,11,0,1,0,0,0,84,12,0.14,0,0,0,0,86,14,0,1,8,6,2,1,60,25,49,38,92,47,0,11,11,4,0,111,64,0.57,4,6,4,0.66,170,122,3,733,0,0,0,0,0,0,0,0,,177.8,190.5,170,1,0,0,12,8,9,2,100,43,3,3,82,24,0,18,16,5,1,112,48,0.42,1,6,3,0.5,114,49,0,1,20,16,13,13,171,80,32,28,186,95,0,10,10,1,1,216,121,0.56,1,0,0,0,222,126,3,900,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,26,22
Pascal Krauss,Hyun Gyu Lim,Rob Hinds,2013-08-31,"Milwaukee, Wisconsin, USA",Blue,FALSE,Welterweight,3,0,1,0,14,10,0,0,132,60,2,2,109,41,1,11,11,0,0,134,62,0.46,0,0,0,0,135,63,1,0,11,9,0,0,98,47,1,0,66,21,0,22,17,1,0,99,47,0.47,0,12,2,0.16,116,53,2,540,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,170,0,1,0,20,15,28.33333333,20,126,51.66666667,13,10.33333333,132.6666667,53,0,14.66666667,14,2.333333333,0,167.3333333,82,0.4566666667,1,3,1.666666667,0.5266666667,249,158.3333333,1,1,15.66666667,9.333333333,12.66666667,7.333333333,107,41.33333333,10.33333333,6,105,36.33333333,0.3333333333,9.333333333,9,0.6666666667,0.3333333333,130,54.66666667,0.41,0.6666666667,6.333333333,2.333333333,0.4266666667,172.3333333,90.66666667,9,900,0,0,0,2,0,0,0,2,Orthodox,185.42,182.88,170,28,26
Carlos Condit,Martin Kampmann,Herb Dean,2013-08-28,"Indianapolis, Indiana, USA",Red,FALSE,Welterweight,5,1,0,0,6.6875,5.0625,10.1875,6.5,49.6875,17.125,6.9375,5.0625,58.6875,22.5625,0.3125,1.4375,1.0625,1.3125,0.1875,66.8125,28.6875,0.40875,1.3125,1.9375,0.8125,0.3,79,39.75,4,5,6.8125,5.0625,10.3125,5.4375,55.0625,18.1875,2.9375,1.625,58.5625,17.9375,0.3125,2.9375,2.25,1.25,0.0625,68.3125,25.25,0.384375,0.3125,3.9375,0.875,0.171875,78.375,33.875,32,515.75,0,0,2,2,2,5,0,11,Orthodox,182.88,182.88,170,2,0,0,14.875,9.5,8.375,3,104.125,36.375,14.875,10.25,91.875,25.75,0.375,20.625,14.375,2.25,0.625,127.375,49.625,0.37625,0.75,1,0.5,0.15625,192.625,108.25,5,3,13,9.125,5.5,3.125,65.375,24.75,14.875,9.5,67.75,25.625,0.25,5,2.625,1.75,0.75,85.75,37.375,0.38,1.125,5.5,4,0.64,115,64.375,24,879.75,2,0,1,1,3,0,0,5,Orthodox,187.96,190.5,170,31,29
Court McGee,Robert Whittaker,Herb Dean,2013-08-28,"Indianapolis, Indiana, USA",Red,FALSE,Welterweight,3,0,2,0,12.5,7.5,23,14,127.5,50,7,4,142.5,58.5,1.5,2.5,2,0,0,157.5,68,0.435,0,0.5,0.5,0.5,161,71.5,2,0,19.5,12,13,9,117,34,1,1,101,23.5,0.5,10.5,8.5,0.5,0,131,44,0.34,0.5,5.5,0.5,0.1,148,57.5,6,770.5,1,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,0,1,0,23.83333333,14.33333333,10.5,5.333333333,182,66.66666667,11,7.333333333,162.3333333,50.5,0,17.33333333,14.5,2,0,203.5,79.33333333,0.37,0.5,5.833333333,1.833333333,0.315,227,99.33333333,3,2,9.833333333,7.666666667,6.166666667,4.166666667,117.6666667,44.83333333,0.6666666667,0.3333333333,107,35.66666667,0.3333333333,7.666666667,6,0.5,0,124.5,49.33333333,0.3783333333,0,2,0.3333333333,0.1383333333,133.6666667,58,17,800.3333333,1,0,0,2,0,2,0,4,Orthodox,180.34,190.5,170,22,28
James Head,Jason High,Herb Dean,2013-08-28,"Indianapolis, Indiana, USA",Blue,FALSE,Welterweight,3,2,0,0,2.5,1.5,3.5,1.5,14.5,4,0.5,0.5,14.5,4.5,0,1.5,0,0.5,1,18.5,6,0.19,1.5,0.5,0,0,25.5,12.5,0,2,9.5,9,1.5,1,10.5,3,15,12.5,15.5,6.5,0,2,1,1.5,0,27,16.5,0.31,0.5,5,3,0.3,58.5,47.5,4,485.5,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,1,0,0,9.5,8,13.5,10.75,37,13.5,1.25,1,41.25,16.5,0.25,1,0.75,1.25,0.25,51.75,25.25,0.4925,0.5,0.25,0.25,0.25,63.5,37,2,2,7.75,5.5,4.75,2.5,39.25,17.5,11.25,8.25,36.5,14.5,0.25,11,8.25,2.5,0,55.25,28.25,0.5275,0.25,5.75,1.75,0.3475,86,53.5,8,525.25,0,0,1,0,0,1,0,2,Orthodox,185.42,185.42,170,31,29
Justin Edwards,Brandon Thatch,Rob Hinds,2013-08-28,"Indianapolis, Indiana, USA",Blue,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Switch,187.96,187.96,170,0,1,0,12.25,10,16.75,11.5,34.5,13.5,7.25,4.25,41.75,15.75,0.25,4.5,3.5,1.75,0,58.5,29.25,0.575,1,9,2.25,0.125,86,52,1,2,8.5,8.25,12.75,11,28,10.25,11.5,10.25,42,21.5,0,1.75,1.75,3.25,0.75,52.25,31.5,0.4725,1,3.5,2.5,0.665,86.25,61.75,10,686.25,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155,28,30
Kelvin Gastelum,Brian Melancon,Rob Hinds,2013-08-28,"Indianapolis, Indiana, USA",Red,FALSE,Welterweight,3,0,1,0,4,3,0,0,28,14,14,10,34,17,1,4,4,1,0,42,24,0.57,0,1,1,1,48,30,1,0,3,1,2,2,52,11,0,0,47,8,0,4,4,0,0,54,13,0.24,0,1,0,0,55,14,1,299,0,0,0,0,1,0,0,1,Orthodox,172.72,182.88,170,0,1,0,14,14,13,10,51,18,10,3,49,7,0,11,10,5,0,74,31,0.41,0,6,3,0.5,141,81,1,0,18,13,8,8,60,28,9,8,51,23,0,8,8,1,3,77,44,0.57,0,3,2,0.66,121,81,3,900,1,0,1,0,0,0,0,1,Southpaw,175.26,180.34,185,31,21
Zak Cummings,Benny Alloway,Gary Copeland,2013-08-28,"Indianapolis, Indiana, USA",Red,FALSE,Welterweight,3,1,0,0,2.5,2,3,1,21,8.5,3,3,21,8.5,0.5,3.5,2,1,0,27,12.5,0.465,0,1,0.5,0.25,37.5,21.5,1,1,10.5,6,20.5,8.5,21.5,8,9,4,39,13.5,0,1.5,1,4.5,0.5,51,20.5,0.37,0.5,6,4.5,0.75,70,37,4,598.5,0,0,0,0,1,0,0,1,Orthodox,180.34,190.5,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,32,29
Matt Brown,Mike Pyle,Kevin MacDonald,2013-08-17,"Boston, Massachusetts, USA",Red,FALSE,Welterweight,3,0,4,0,5.090909091,3.636363636,5.545454545,4,33.90909091,11.63636364,6.454545455,4.636363636,36.45454545,13.18181818,0.3636363636,4.363636364,3.454545455,0.9090909091,0.1818181818,45.90909091,20.27272727,0.4309090909,0.9090909091,3,1,0.2309090909,81.81818182,52.09090909,4,3,11.27272727,7.363636364,8,5.181818182,38.72727273,12.54545455,9.909090909,5.545454545,40,12.18181818,0.1818181818,5.363636364,3.727272727,0.3636363636,0,56.63636364,23.27272727,0.4209090909,0.3636363636,3.090909091,0.8181818182,0.3609090909,72.36363636,37.90909091,22,504.9090909,0,0,1,2,3,2,0,8,Orthodox,182.88,187.96,170,0,5,0,11.8,9.933333333,11.66666667,9.333333333,34.6,15.66666667,8.533333333,6.066666667,37.8,17.2,0.4,5.2,3.933333333,0.8666666667,0.2,54.8,31.06666667,0.5826666667,1.2,2.2,1,0.4306666667,77.26666667,51,5,5,5.066666667,3.733333333,6.2,3.666666667,37.93333333,13.73333333,4.866666667,3.133333333,39.66666667,13.46666667,0.06666666667,4.266666667,3.333333333,1.266666667,0.3333333333,49,20.53333333,0.402,0.8,5.133333333,1.733333333,0.2373333333,64.86666667,33.93333333,33,524.7333333,0,0,0,2,7,1,0,10,Orthodox,182.88,190.5,170,37,32
Sergio Moraes,Neil Magny,Leon Roberts,2013-08-03,"Rio de Janeiro, Brazil",Red,FALSE,Welterweight,3,0,1,0,19,15,33,22,69,33,18,10,93,42,0,8,8,5,1,120,65,0.54,0,5,4,0.8,158,97,1,0,7,2,8,5,77,12,0,0,73,12,0,5,3,2,0,85,17,0.2,0,13,1,0.07,112,35,3,900,0,0,0,1,0,0,0,1,Orthodox,190.5,203.2,170,0,1,0,7,4.5,8,3.5,50.5,23,0.5,0.5,48,19,0,4,3.5,1,0,59,27,0.435,0.5,6.5,2,0.18,66,33,1,1,20,10.5,5.5,4,80.5,25.5,7.5,4.5,69.5,19.5,1,4,4,0,0,93.5,34,0.355,0,0,0,0,106,42,6,845,1,0,0,0,0,1,0,1,Orthodox,182.88,182.88,170,26,31
Viscardi Andrade,Bristol Marunde,Mario Yamasaki,2013-08-03,"Rio de Janeiro, Brazil",Red,FALSE,Welterweight,3,1,0,0,2,2,9,4,72,17,0,0,77,17,0,2,2,0,0,81,21,0.25,0,9,3,0.33,93,29,0,1,15,9,20,13,105,40,18,13,118,50,2,10,7,0,0,143,66,0.46,0,1,0,0,156,78,3,833,0,0,0,0,0,0,0,0,Orthodox,185.42,180.34,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,31,29
Robbie Lawler,Bobby Voelker,Dan Miragliotta,2013-07-27,"Seattle, Washington, USA",Red,FALSE,Welterweight,3,1,0,0,19,14,41,30,109,38,25,15,139,55,0,17,14,1,0,175,83,0.47,0,5,4,0.8,265,153,0,1,17,9,23,15,109,55,3,2,107,52,0,11,11,0,0,135,72,0.53,0,6,0,0,162,97,3,900,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,1,0,6.125,5.375,12,7.5,29.375,8.75,9.25,5,43.5,15.125,0.5,1,0.75,0.75,0.125,50.625,21.25,0.43375,0,2,1.625,0.5625,59.875,30.5,3,3,6.125,5.125,12.25,7.125,37.5,12.5,0.375,0.25,34.125,7.625,0.125,9.875,7.125,0.25,0,50.125,19.875,0.42875,0.375,1.875,0.625,0.3325,62.875,32.125,15,429.25,0,0,0,2,3,0,0,5,Southpaw,180.34,187.96,170,34,31
Rory MacDonald,Jake Ellenberger,Herb Dean,2013-07-27,"Seattle, Washington, USA",Red,FALSE,Welterweight,3,0,2,0,6.2,4.4,7.1,4.4,36.8,14.1,11.7,5.8,46.3,17.2,0.8,3.1,2.7,0.5,0.3,55.6,24.3,0.446,0.3,3.1,1.8,0.481,73.4,38.2,6,2,4.9,3,4.1,2.3,42.7,11.3,4.2,2.5,40.7,9,0.1,5.4,4.1,1.1,0.3,51,16.1,0.352,0.5,1.4,0.1,0.05,78.5,41,22,545.8,0,0,1,2,4,0,1,8,Orthodox,175.26,180.34,170,0,4,0,11.33333333,7,8.166666667,4.166666667,55,26.5,19.66666667,13.66666667,65.33333333,32.5,0,6.166666667,4.833333333,1.833333333,0.1666666667,82.83333333,44.33333333,0.5233333333,0.6666666667,4.333333333,2.5,0.51,98,58.33333333,4,1,7.5,3.833333333,10.33333333,6,44.5,11.5,8.166666667,5.333333333,47.33333333,13,0,8.166666667,6,1,0.1666666667,63,22.83333333,0.31,0.1666666667,3,0.3333333333,0.08333333333,99.5,55.66666667,13,605.6666667,0,0,0,2,2,1,0,5,Orthodox,182.88,193.04,170,28,24
Mike Pierce,David Mitchell,Steve Mazzagatti,2013-07-06,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,6.333333333,3.333333333,6.666666667,3.333333333,81.33333333,22,11,6.666666667,85.66666667,25,0,7,3.666666667,0.3333333333,0.3333333333,99,32,0.4266666667,2.666666667,1.666666667,1,0.3866666667,151.3333333,77.66666667,1,2,5.666666667,3.333333333,8.333333333,4.333333333,53.66666667,19.66666667,18.66666667,11,69.66666667,27,0,5.333333333,4.666666667,6,1,80.66666667,35,0.44,2.666666667,4.666666667,4.333333333,0.95,99.66666667,50.33333333,9,900,0,0,0,1,0,0,0,1,Orthodox,182.88,193.04,170,0,3,0,8.636363636,6.545454545,15,9.818181818,51.45454545,15.72727273,12.63636364,9.090909091,62.81818182,21.63636364,0.1818181818,7.636363636,6.454545455,1.090909091,0,79.09090909,34.63636364,0.4663636364,0.2727272727,6.090909091,2.727272727,0.3681818182,130,81,3,3,10.27272727,7.727272727,16.09090909,10.09090909,60.36363636,18.81818182,1,0.9090909091,62.81818182,19.09090909,0.09090909091,4.363636364,3,0.1818181818,0,77.45454545,29.81818182,0.3881818182,0.1818181818,2.181818182,0.7272727273,0.2018181818,107.0909091,54.63636364,31,786.2727273,0,0,1,4,2,1,0,8,Orthodox,172.72,177.8,170,33,32
Seth Baczynski,Brian Melancon,Yves Lavigne,2013-07-06,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,170,1,0,0,9.5,5.333333333,11.5,7.333333333,56.83333333,14,7.333333333,4.333333333,62.5,18.33333333,0.3333333333,3.666666667,2,0.5,0,75.66666667,25.66666667,0.3466666667,0.8333333333,2.333333333,0.3333333333,0.06666666667,101.5,45.33333333,4,2,8.333333333,7.166666667,6.333333333,4.666666667,31.16666667,11,6,3.833333333,31.5,9.833333333,0,3.666666667,2.5,0.8333333333,0.3333333333,43.5,19.5,0.4483333333,0,4.333333333,2.166666667,0.4033333333,74.5,47,14,610.6666667,0,0,1,0,1,2,0,4,Orthodox,190.5,187.96,170,31,31
Jake Shields,Tyron Woodley,Yves Lavigne,2013-06-15,"Winnipeg, Manitoba, Canada",Red,FALSE,Welterweight,3,0,1,0,3,2,0,0,5,2,17,13,19,13,1,0,0,0,0,22,15,0.68,0,0,0,0,22,15,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,36,0,0,0,0,1,0,0,1,Orthodox,175.26,187.96,170,1,0,0,20.8,15.2,7.6,4.6,130.2,38,3.8,3,104.8,21.4,0,16,9,3.6,0,141.6,45.6,0.39,0,8.8,1.8,0.154,183.4,83.4,1,3,16.2,10,11.2,8.6,76.4,24.6,4.8,3.4,72.8,23.2,0.2,3.4,3.4,0.2,0,92.4,36.6,0.46,0.6,1.6,1,0.432,113.2,56.4,15,850.6,1,0,1,1,0,0,0,2,Orthodox,182.88,182.88,170,31,34
Sean Pierson,Kenny Robertson,Herb Dean,2013-06-15,"Winnipeg, Manitoba, Canada",Red,FALSE,Welterweight,3,0,1,0,9.333333333,7,14.66666667,9.666666667,14.33333333,3.666666667,4,3.333333333,20.66666667,7,0,3,2.666666667,1,0,33,16.66666667,0.5333333333,0.6666666667,2.333333333,0.3333333333,0.3333333333,48.66666667,31,1,2,5,4.333333333,10.33333333,7.333333333,12.33333333,4,14,11.33333333,27.33333333,14,0.3333333333,4.333333333,4.333333333,1,0,36.66666667,22.66666667,0.5066666667,0.6666666667,6,2.666666667,0.3066666667,63,43.66666667,6,468.6666667,0,0,0,0,0,1,0,1,Orthodox,177.8,187.96,170,0,2,0,13.6,10.6,12,8.8,114,39.8,5.2,3.8,109.4,35.6,0.2,8.2,6.2,0.8,0.2,131.2,52.4,0.348,0.4,2,0.4,0.166,162.8,81.2,2,2,13.6,9.2,8.2,5.8,126.8,35.6,5,3.6,115.2,27.6,0.6,11.2,8.2,1,0,140,45,0.368,0.2,3,1.2,0.384,149.6,53.6,13,752.4,0,0,0,3,0,0,0,3,Southpaw,182.88,193.04,170,29,37
Erick Silva,Jason High,Mario Yamasaki,2013-06-08,"Fortaleza, Ceara, Brazil",Red,FALSE,Welterweight,3,1,0,0,4,3,7,3,23,8,1,1,25,9,0,2,0,1,2,31,12,0.38,3,0,0,0,45,25,0,1,19,18,3,2,20,6,30,25,30,13,0,4,2,2,0,53,33,0.62,0,10,6,0.6,116,95,3,900,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,1,0,0,5,3.5,4.25,2.5,6.75,3.25,5.5,4.5,10.75,6,0.25,0.75,0.75,0.5,0,16.5,10.25,0.63,1,0.75,0.5,0.165,19.75,13.25,1,2,4.25,2.75,7.5,4.25,7.25,2.75,22.75,15.25,31.5,18.25,0,1.75,1.25,1,0.25,37.5,22.25,0.36,0.5,4.5,1.75,0.2,67.75,48.5,6,310.5,0,0,0,0,1,1,0,2,Orthodox,182.88,187.96,170,31,28
Ildemar Alcantara,Leandro Silva,Marc Goddard,2013-06-08,"Fortaleza, Ceara, Brazil",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,0,1,0,17,12,3,2,52,22,0,0,36,10,0,2,2,1,0,55,24,0.43,3,3,2,0.66,70,39,1,0,22,14,3,3,48,25,2,0,30,14,0,1,0,1,1,53,28,0.52,0,1,0,0,70,41,2,459,0,0,0,0,0,1,0,1,Orthodox,187.96,198.12,185,27,30
William Patolino,Leonardo Santos,Marc Goddard,2013-06-08,"Fortaleza, Ceara, Brazil",Blue,TRUE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,155,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,33,21
Colton Smith,Robert Whittaker,Chris Tognoni,2013-05-25,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,3,0,1,0,25,15,24,17,167,60,11,6,172,64,1,5,4,0,0,202,83,0.41,0,0,0,0,208,89,1,0,29,18,15,11,154,42,2,2,133,29,0,9,8,1,0,171,55,0.32,0,5,1,0.2,205,82,3,900,1,0,0,1,0,0,0,1,Orthodox,182.88,185.42,185,0,1,0,2,1,4,4,6,4,8,7,5,3,0,11,11,5,0,18,15,0.83,1,16,7,0.43,113,88,1,0,3,2,1,0,9,5,5,4,11,6,0,1,1,1,1,15,9,0.6,0,0,0,0,17,10,3,900,1,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,22,25
Mike Pyle,Rick Story,Steve Mazzagatti,2013-05-25,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,18.58333333,14,15,9.833333333,69.33333333,20.25,13.08333333,8.333333333,73.91666667,20.08333333,0.1666666667,4.916666667,4.333333333,1.416666667,0.3333333333,97.41666667,38.41666667,0.4083333333,1.083333333,4.75,2.5,0.5875,125.25,64.83333333,6,4,7.75,4.75,8.75,4.833333333,54,13.83333333,2.083333333,1.333333333,54.16666667,13,0,2.916666667,2.25,1.25,0.1666666667,64.83333333,20,0.3566666667,0.9166666667,5.083333333,2.083333333,0.3116666667,83.91666667,38.41666667,30,689.9166667,0,0,2,3,2,1,0,8,Southpaw,175.26,180.34,170,0,3,0,4.8,3.6,5.3,3.7,30.9,10.4,6.9,4.9,34,12.1,0.4,4.3,3.3,0.9,0.1,43.1,19,0.43,0.8,3.3,1.1,0.254,76.7,48.7,3,3,9.5,6.1,6.2,3.9,37.5,11.7,7.5,4.3,36.7,10.3,0.1,5,3.5,0.4,0,51.2,19.9,0.412,0.4,2.7,0.6,0.355,64.7,32.3,19,465.4,0,0,0,2,3,2,0,7,Orthodox,182.88,187.96,170,28,37
Stephen Thompson,Nah-Shon Burrell,Steve Mazzagatti,2013-05-25,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,20,16,13,13,171,80,32,28,186,95,0,10,10,1,1,216,121,0.56,1,0,0,0,222,126,1,0,12,8,9,2,100,43,3,3,82,24,0,18,16,5,1,112,48,0.42,1,6,3,0.5,114,49,3,900,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,170,1,0,0,12.5,9.5,2,1.5,81,40.5,2.5,2.5,69,31,0.5,4,4,0,0.5,85.5,44.5,0.535,0,0,0,0,92,50,1,1,6,3.5,1.5,1.5,37.5,12.5,10.5,8,32,10,0,11.5,8.5,2.5,0.5,49.5,22,0.41,0.5,6.5,2.5,0.19,85,49.5,4,576.5,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,170,23,30
